message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority,label
51,153,177,1710.4326572496957,0.008242563686965276,63724,519846,51799,32,2,1
52,858,411,572.7760302841848,0.006981381884971,63458,202668,16651,60,5,1
51,292,877,630.1614234177296,0.0424077810311421,53572,905375,26015,3,6,0
2,579,52,986.2242665838272,0.16487109459851665,7961,551872,76422,58,5,0
2,49,407,1112.0565694378256,0.02828248840364063,22463,769189,7435,3,9,0
2,663,846,378.7996110856707,0.006534248038480917,60384,397516,30029,28,5,0
50,530,21,1500.0,0.014122898344117474,17822,789770,66559,36,0,0
50,611,29,530.7525310498371,0.19571882885604797,57773,62601,24332,61,2,0
3,59,702,406.3452567416652,0.10045300026367598,27259,136559,67574,59,6,0
3,166,259,950.8144675319771,0.029195942512239333,27354,36282,74293,59,3,0
2,201,204,695.5119639255629,0.08103459938958356,23417,226137,46327,19,11,0
4,856,58,651.1843062380767,0.07498860593177868,62525,377591,82980,40,3,0
1,145,470,978.6932172709159,0.10654753667251665,22116,620086,99729,22,6,0
50,914,775,341.81129287165726,0.026551303740195493,52531,655251,4124,44,8,0
4,675,465,289.3596800075893,0.1998067933175704,46434,1043152,16604,17,13,0
5,969,11,620.7729904570316,0.03701489724443733,24969,994320,65942,48,10,0
50,992,630,1123.3705218359976,0.11846005113627028,22732,895043,42598,24,12,0
50,438,926,950.6751179642473,0.0008128031548049275,63356,159876,63239,0,12,1
3,241,973,1279.7470053585844,0.04662620455388791,39398,665275,84239,53,14,0
1,580,289,1160.3044283515671,0.04334168710756764,13829,273302,42720,14,1,0
1,686,849,884.8838553522455,0.07841324690863964,4542,205229,91787,62,8,0
52,560,759,901.9171578124271,0.007551724662858019,40645,10547,41752,33,2,0
51,482,353,884.6007875050567,0.15612735331991678,62644,350857,86979,47,5,0
51,107,638,847.91531860463,0.024562027306978026,13312,1029293,17694,19,3,0
51,225,74,1035.1912361348193,0.05651100182756406,62367,264603,89542,53,0,1
51,672,872,724.9436500378512,0.1625628898111523,57477,946272,37698,36,8,0
5,630,715,718.517929533338,0.04126277431169043,60470,63146,94525,26,10,1
5,660,560,136.98716321294603,0.13504763796278157,30532,365721,97870,21,14,0
50,976,590,1696.8317741769224,0.05421480957021663,62467,968374,29993,50,5,1
2,661,440,847.1775310355895,0.04393266906460824,49417,632049,63826,4,7,0
3,431,990,1202.7951100298037,0.08273707458684541,64746,365871,9523,33,14,1
3,804,240,919.5347368573638,0.034913397704343006,42646,312604,45407,38,14,0
51,654,860,551.4807635619053,0.0846794795032674,17819,82970,12122,2,1,0
50,418,153,499.6813359846701,0.13680527128571723,30858,716177,14220,16,6,0
52,987,785,1072.3418878448313,0.023817660043866595,60885,169319,1618,61,5,1
4,454,95,1815.644316793716,0.01803182528702926,65025,539707,43017,23,1,1
2,159,725,449.3776914520621,0.061497577993192915,50813,1018057,50673,23,1,0
50,522,293,64.0,0.17035480315197646,28394,559865,24277,2,3,0
2,649,208,643.5796724543742,0.2658142991712515,22077,2921,99888,44,3,0
2,968,342,1142.809974870555,0.0787641201804054,18739,922180,72241,6,2,0
2,589,87,280.2367926936939,0.1083131355050817,57610,479177,55736,24,7,0
50,76,817,445.9149188531385,0.23358691343916999,29318,1018225,17960,55,13,0
51,508,775,1318.596033260176,0.00518736040986285,60875,442900,28523,2,6,1
3,440,936,1500.0,0.026406786599889678,58481,144535,56088,14,1,0
3,253,389,392.53649944214135,0.1234088449706281,7045,521317,9954,28,2,0
51,920,324,380.9197725596123,0.17358204160092264,5498,680834,26568,49,9,0
2,769,939,901.6095106517556,0.1945113664647295,53702,827367,60524,28,8,0
4,319,888,1161.4023319981113,0.05363266568340012,55487,649822,62709,9,12,0
1,802,831,612.770386302287,0.00935855603368271,55163,460221,22561,31,4,0
50,262,156,313.58175316334933,0.057586467423568426,13752,781160,58391,22,1,0
1,596,667,1395.1871493988556,0.013115961637530198,60941,976100,68150,38,2,1
52,657,650,1476.6786287863379,0.017208843914408748,63041,72828,36661,8,7,1
51,834,632,1333.5965379614745,0.14795838340133236,58735,647937,45105,36,3,0
4,553,576,997.0841336972836,0.007853152661107237,42073,1008449,57806,51,13,0
50,373,618,1048.4198229117137,0.17578289793591595,43195,351206,24497,39,1,0
51,636,658,721.3564568396283,0.055803793359484766,43827,55152,83302,13,1,0
2,166,136,1500.0,0.0906498658841598,22450,220073,91258,3,5,0
3,936,922,680.5573968234589,0.009392858899982766,44029,358635,3516,19,7,0
1,752,673,616.423363576469,0.041152203182819105,51332,223393,4455,27,6,0
5,458,427,2014.2817133333729,0.004699103652250052,65404,86569,22874,13,3,1
5,998,451,357.728816331377,0.3258233342287608,33403,858899,73921,43,1,0
4,279,611,245.7774846416255,0.16464217058553918,52784,970080,13728,33,8,0
2,699,849,1253.800616069318,0.030775314302571383,60571,984131,69071,12,3,1
52,301,910,799.4790430172914,0.025309070992305366,58744,681132,99060,30,8,0
1,530,818,731.6336055348013,0.2709878450079134,29363,409579,97426,32,4,0
2,579,140,1098.1789271364955,0.042250434853953606,27316,683850,49980,51,13,0
1,217,82,791.3072179701434,0.008776300844567413,64149,452220,25466,38,11,1
4,101,176,819.2501376874022,0.08281983296099349,10058,122537,53901,27,14,0
4,553,197,1037.952321312816,0.14391890679956557,60604,53806,59800,24,11,1
52,287,623,532.6344499679747,0.00038376448485142114,42916,917764,96130,31,10,0
5,166,567,781.447974811795,0.0271972573009459,21062,600280,21331,8,10,0
2,620,971,1055.778740988531,0.27878670909436365,51371,284464,8303,27,13,0
50,35,690,1436.1704361291504,0.018763882868982014,34158,341115,78444,57,6,0
5,743,420,973.8256948696908,0.012018480068109657,45840,783140,89967,30,11,0
2,740,400,64.0,0.08444055506832913,11323,173217,72718,16,4,0
5,352,697,788.5579743675054,0.1979370518477036,4277,194760,12876,52,14,0
50,675,470,814.9408372708498,0.06483838134355817,12307,310725,27220,22,1,0
3,898,217,1621.2940543109776,0.26073795015917617,64420,1010065,36183,12,5,1
3,72,924,855.4430907469217,0.11368491884830137,56793,880077,80542,54,6,0
52,647,928,1763.8900127859345,0.003848097046190835,63529,545042,42270,9,13,1
3,352,827,917.5011846845815,0.49381469742895495,31601,69837,79782,15,14,0
3,890,986,1267.6394208493666,0.05240700059673562,64809,662567,6458,5,10,0
51,69,728,668.376223985512,0.03388385815920285,54865,945424,6750,47,12,0
1,424,631,843.3030401890081,0.08161720939335726,63663,218811,33065,10,5,0
51,998,950,1047.9924606169689,0.036284765860434165,17630,910178,9822,57,12,0
51,707,905,628.3417789119669,0.009042538768343308,63079,639068,98298,51,13,0
52,780,174,562.9961593756772,0.0001429364133545747,8246,611369,78656,2,2,0
51,560,22,916.7915551409917,0.029853987369967583,64980,810448,7665,27,9,1
3,827,724,575.2353148733233,0.1813167528567636,43871,1014138,29282,60,7,0
50,641,916,956.7685762625981,0.08493687697106217,30099,322666,31822,40,2,0
52,955,234,249.55759110963334,0.7140064385260753,64830,517447,24648,14,13,0
52,516,12,333.2089921046279,0.03380587984511671,48995,907328,69919,59,4,0
4,427,100,1358.8239477071788,0.03291363011789352,10589,991596,81986,12,8,0
52,538,928,582.4709837077468,0.017405516998967724,443,971572,82800,41,10,0
4,159,535,860.0044553515245,0.0179202731308679,39745,112099,90180,51,4,0
52,148,875,353.25607463026154,0.033573374378824995,37444,675462,74945,55,14,0
1,775,522,828.2372803367829,0.15742640559702392,11804,890861,89143,44,6,0
3,229,784,584.2979996955788,0.23618765044427656,40722,788356,27604,16,10,0
52,711,451,331.07315055187576,0.3692372335435027,37146,85015,46459,6,13,0
3,561,430,1201.076131269414,0.02643427707462591,10600,629275,70606,27,6,0
3,66,792,1154.7697181182614,0.2131135300361176,7059,578621,19624,37,4,0
5,811,605,767.7935627857951,0.039787660766311364,17207,739818,44441,12,1,0
52,380,712,1099.8257098033732,0.011973054340060433,11895,1041680,82428,59,4,0
2,57,532,1370.9878063181482,0.20404125816805208,2940,1001700,7705,16,6,0
5,258,851,1026.2227799474267,0.10108916585279211,56249,177171,93827,14,6,0
2,341,978,943.903921852989,0.01800013259099305,22150,712706,27461,35,3,0
3,837,722,859.6849089449929,0.05618229225137005,62081,650660,83046,27,0,0
3,129,651,994.8492094577718,0.033863534728701274,1032,730841,82806,14,5,0
5,726,292,690.824181953109,0.13348204441443307,10209,967566,73512,45,12,0
5,171,809,717.009239251566,0.06040676997165763,563,393522,6566,52,14,0
2,769,912,935.2674125637545,0.4535639002679546,43499,350639,88004,10,13,0
4,613,100,657.8405389521413,0.005630052785130967,49493,594055,4871,55,2,0
2,208,501,690.2600981619493,0.043852863089475565,20952,104332,18910,30,10,0
5,802,303,800.055999390492,0.06575873277053133,48921,667567,9118,3,4,0
50,353,870,1145.1822651779207,0.06994340108252935,46767,825858,67475,34,3,0
5,470,539,460.20087393210576,0.03797035388394732,57015,530624,93927,33,14,0
50,797,552,1027.7535508115782,0.1306523379336126,28352,374344,44323,51,12,0
1,115,354,1037.5389238410412,0.20774201739326417,18681,730526,20129,26,1,0
5,263,302,1035.7436027890426,0.2792290362914006,49387,279400,97318,9,11,0
1,661,495,557.9760859371534,0.16352346904884285,21587,754805,69002,29,14,0
4,811,657,438.29327302007835,0.09504977334592757,64360,180889,441,44,6,1
2,441,767,967.9101417234267,0.07997202101713469,59253,499920,60956,19,13,0
50,547,973,856.2616353241885,0.1748057809145918,9610,295863,49614,28,4,0
2,452,226,1101.3129904289397,0.03616930983379011,29496,828449,70950,57,14,0
1,844,235,884.7584273957077,0.02541467179883082,60381,45704,11664,52,13,1
50,476,872,1542.0532693153625,0.019056653427178594,61236,816445,19548,28,6,1
2,286,891,1116.3236336658233,0.062996082715412,53880,342135,81663,22,8,0
5,302,454,1157.1106255277923,0.016814185856311028,62380,856690,6,56,3,1
3,310,12,925.078850979445,0.32599958391681594,8721,340492,7039,49,4,0
1,207,209,914.5899372572285,0.0375194852221932,60669,226884,6415,20,8,0
2,617,740,553.559141291105,0.01031901372017269,42941,167848,87660,47,12,0
1,445,396,959.3289806853822,0.07482734240583433,14458,272204,69507,42,9,0
51,669,99,1286.7495022703042,0.00587940691487775,2940,471808,76587,9,10,0
1,632,30,806.661180362791,0.011714430178745301,47114,1047640,2607,40,13,0
50,54,897,361.7225184045028,0.024767883118971254,48927,924159,16483,11,12,0
51,911,527,593.832040725797,0.062427478277632356,38204,743470,98830,29,3,0
52,11,648,399.2567480167675,0.028391931730258214,65477,312067,71874,60,4,1
50,656,328,1187.0783387138194,0.16078984080932213,5393,78563,33949,50,12,0
3,399,165,1029.2315888984285,0.1345055124572193,25906,659390,89988,32,4,0
51,907,458,649.5892184996544,0.05556805556127367,7973,89779,91802,17,7,0
52,647,821,374.58202340931905,0.04060215742701893,50386,688649,91251,13,14,0
5,979,951,550.0115125272529,0.03804829531389874,30654,937243,20876,21,12,0
1,514,981,912.7753654362837,0.0743599271154491,63779,99704,13058,20,14,1
2,655,992,1249.2334195590263,0.0026738578757295513,62105,261757,32401,0,3,1
4,541,99,1234.0917044392709,0.0006452278144436408,61517,915589,71459,48,3,1
1,236,620,1202.4295926121108,0.15874044024994952,14800,110234,68608,42,12,0
52,278,854,592.1735426905873,0.06484537316983861,60104,323831,87562,51,6,0
1,347,172,347.5436436938214,0.014027538350010933,51928,36491,27504,59,10,0
3,626,748,452.9064574573124,0.02686195027143175,15053,750909,23766,14,4,0
5,103,161,793.0925436660497,0.2695686247224282,6045,858547,46613,35,5,0
4,629,904,581.3965799162628,0.19625689692575077,19872,904367,98319,46,5,0
51,516,727,1068.5961545191385,0.06185667122174916,61533,345922,84336,53,11,1
51,979,775,663.7899259041669,0.06582149388799056,47184,922285,93013,21,5,0
51,871,262,1097.071536111555,0.07346436237016019,20235,20448,81749,31,13,0
52,247,803,623.9102938723033,0.36987090177316884,59872,504393,9429,57,9,0
50,363,273,686.797376915657,0.3374665794221674,21382,313694,31420,45,4,0
50,320,2,1522.7776115214492,0.012120717671570604,63294,573582,65196,53,12,1
2,632,27,630.5054266903772,0.16665616779024656,46627,283590,73696,32,12,0
4,285,325,926.9637123371053,0.021970281016762697,22305,338723,89847,57,4,0
51,148,939,899.4455786065276,0.02402102090927276,59410,740749,39143,40,8,0
50,83,148,842.5297576883238,0.11272989469063657,17573,901111,71541,58,12,0
52,965,539,459.6810851880531,0.05191957198038394,38413,85615,38290,38,7,0
2,405,487,1753.3984010348718,0.1340785011432452,63440,17101,76949,22,14,1
5,977,821,1466.205138974934,0.00932230677243988,49893,983682,58952,42,3,0
2,455,437,802.6484414802184,0.07164682977397194,50522,290160,11756,54,6,0
50,742,64,486.0935379888875,0.25074164708524793,25966,674292,84554,1,7,0
3,799,355,808.7308124975068,0.2344591752280767,18385,437869,3891,1,11,0
52,160,532,1096.9580421757996,0.017023001116521344,17856,614769,94377,37,8,0
3,783,251,615.4436972853179,0.045671266685179984,17921,577090,17176,54,4,0
51,459,234,761.3302447645431,0.09652745899236133,16703,793981,74728,50,2,0
3,549,226,1353.2943613854636,0.008681663560918025,63489,210005,65688,28,14,1
51,499,524,1160.9143556617773,0.34427124927615543,37922,680722,84984,51,12,0
51,737,312,1548.9406798902187,0.12310796443435851,63945,572130,88288,45,3,1
50,508,48,1567.590586289518,0.009133091476075817,64642,46539,94712,59,14,1
3,653,117,672.1194329970724,0.012914725844162754,28288,558005,24289,2,9,0
51,803,53,920.5756865521769,0.008927774268449328,62164,972100,46630,38,5,0
4,480,649,875.1165027936919,0.1200891562557118,60870,770569,47801,6,9,1
5,662,564,1580.4867449483452,0.010760245406848628,62150,416232,37368,35,10,1
2,113,43,1145.365892235684,0.053834230655469086,15440,186272,77811,28,4,0
2,748,814,966.0090706317868,0.05957507523986222,63141,473484,77755,54,8,0
50,577,52,1034.665235942333,0.04569106968672833,63232,453503,89329,36,12,1
3,360,585,738.8818615875206,0.007443839692750987,42236,115042,68514,48,10,0
3,340,557,2012.9322947979044,0.012858200593514191,65319,127922,82763,57,10,1
51,769,524,694.7868666129511,0.26807812066102815,24977,92447,29023,35,13,0
52,986,676,1114.9982502351704,0.23904343547500373,38704,345546,69330,22,2,0
1,760,101,901.6674794655565,0.1520011587722213,17108,304751,59415,44,1,0
51,968,791,699.7590654620471,0.0019591920027095307,2330,158693,1660,15,5,0
5,448,769,396.6052917591725,0.039602000658872934,42096,12823,57942,47,12,0
4,842,981,863.4801141765521,0.09887505043633199,2771,29986,37931,30,6,0
2,834,848,827.3302599818367,0.032184601961701094,56698,645970,43474,33,4,0
51,179,867,2012.9406021567002,0.12016819219025286,63231,588613,55599,49,0,1
1,701,397,541.9421913732506,0.10048199743274278,16652,510119,16041,0,2,0
1,406,137,1488.4305774643353,0.007462303111460601,49045,390069,69807,17,2,0
51,665,674,913.6431588489779,0.23969571901282696,14634,250476,13287,57,11,0
50,195,920,913.3487663666474,0.3164545279286612,13629,57771,69140,61,13,0
2,465,386,622.078359670331,0.00808981934215118,570,54973,55917,39,3,0
50,310,110,894.4118922663406,0.07600570120703898,59901,1034729,17601,42,13,0
4,261,613,941.9152784699638,0.03614926479090421,1974,670050,2292,55,9,0
1,418,16,1081.198187546263,0.04989614101781277,57890,825539,13124,55,5,0
1,405,779,506.5033377224171,0.019802568520003644,35591,582176,3812,14,4,0
5,938,181,1222.0342567364116,0.08629208373933092,53613,535244,78884,47,0,0
4,142,883,908.4246571315939,0.3169594192177082,61987,86839,31277,48,14,0
1,341,535,1473.7030028882905,0.03496556702805214,63766,973731,54146,16,5,1
4,315,540,1100.5759823228577,0.004327733050166285,64960,167605,46620,43,13,1
2,100,170,782.3358127744273,0.04837937677094687,63207,1012714,81050,9,13,1
3,243,408,1232.7260823314793,0.020792668571670767,64493,516754,70679,19,8,1
1,489,739,856.1886649469654,0.19374225975811324,6681,973738,88783,5,10,0
5,11,377,384.37151956565276,0.05703600610266977,1258,101131,91044,7,0,0
2,238,187,1037.9856215495374,0.021423288069852817,8251,329738,26715,44,7,0
51,560,857,1648.4360852534612,0.010604346500803509,64487,712261,55686,33,7,1
4,41,229,871.6509192804929,0.07321586132536628,63826,535807,12195,60,2,1
51,677,832,739.8365923775589,0.01543422764910269,61612,686475,73063,31,14,1
50,593,851,709.1115869377097,0.14577190191153025,4859,983770,64038,50,12,0
2,428,118,807.1685290958899,0.02305299018188907,41350,1832,19363,53,8,0
51,802,155,720.7486970253997,0.0388145514963874,13492,958872,54500,41,10,0
52,157,783,781.724650168765,0.06263991754552214,25295,481641,46282,3,12,0
52,215,686,866.4433093027749,0.2868145887147148,56152,638210,62814,43,12,0
1,669,464,389.51931838231127,0.2684305717168057,45205,105474,44853,49,10,0
4,461,103,636.0169677135308,0.011588525047167867,61077,594003,47837,38,7,1
3,133,603,64.0,0.04435082192461452,49273,858267,4596,19,2,0
2,66,697,1624.1453528040622,0.008090628860210619,61300,597654,95931,23,9,1
1,847,971,804.5681061852348,0.071331943796045,10845,1027247,15403,23,4,0
5,6,794,1671.5330091593205,0.030863275966374355,62158,37570,65284,54,2,1
50,947,501,688.0179018848735,0.11551078785540035,62271,481193,92677,25,4,1
4,525,692,1210.983302789923,0.13296684327353833,62529,661975,88132,24,8,1
2,72,681,864.4479518349804,0.048380627461113976,8992,989802,42724,35,14,0
52,398,698,947.1978773264932,0.03383790521074734,63260,38311,51323,6,11,1
2,404,174,333.97166045996215,0.2265638590303236,43067,352389,46765,9,3,0
3,674,733,1323.7614008405471,0.16435522854359863,29694,627475,24912,57,5,0
52,577,744,1219.7850023810151,0.00036630119890548543,40005,809866,91289,46,2,0
3,858,673,1028.130477723586,0.01928750395181092,60363,86879,19406,11,2,1
5,129,420,953.0682935508822,0.05477909016825844,55684,540027,58123,0,4,0
50,930,133,981.8441956393981,0.013049818462554319,65520,66202,89757,51,7,1
5,465,390,501.37891909257576,0.022260821450245757,39698,98580,99490,49,13,0
1,205,991,1348.1784514871042,0.0038516847784146237,17635,748779,3448,24,7,0
1,787,735,455.0840033673893,0.05155278391529383,60845,79599,53144,15,2,1
5,977,500,714.3488909086656,0.03045031440630217,24562,689009,62907,4,7,0
50,767,664,1237.9457222590054,0.0026883532888359097,63032,755724,10663,18,12,1
5,265,32,1295.370973606186,0.026263740545357683,7352,964949,63002,3,10,0
50,536,54,1068.9765962708057,0.1619053761055127,55064,641058,58283,5,12,0
50,961,953,298.32506762980444,0.19070974725278722,25922,301614,4900,25,7,0
51,792,518,799.1749276897453,0.06598405465197246,19341,337109,28583,48,2,0
52,252,755,806.3180595093079,0.05379753144501063,62782,1047963,67472,38,9,0
4,821,824,731.4984994101674,0.3810084545911345,14902,387476,42214,55,14,0
50,288,637,985.9427322590902,0.022384962501067224,10639,703981,75872,54,12,0
3,163,11,377.26792167320684,0.02425293511346591,38597,391825,83206,38,14,0
50,94,527,677.4092262389989,0.034512359982773744,21379,950430,74082,8,9,0
50,781,719,943.6456244639226,0.018965717873642415,44325,785339,83806,44,1,0
50,832,554,1003.8727055481924,0.047701309538173225,22821,638588,37831,51,9,0
51,109,372,1267.2387630791386,0.12086290118397025,61327,300141,7067,13,1,1
52,335,483,713.4823399099103,0.09554158352324917,32643,191012,10713,47,8,0
51,821,972,764.0176179120582,0.053093743149436295,56767,696084,81528,54,6,0
1,237,646,1022.1221367131711,0.27243441479626285,25379,884237,65366,8,5,0
51,380,227,810.1702352376379,0.004967800228068653,50868,162776,87186,14,6,0
3,435,622,487.4457363678414,0.0236071986923534,8151,384346,99852,36,7,0
3,898,306,429.950724816529,0.08344541075434665,42876,421607,30807,49,11,0
51,482,456,529.6631603537509,0.04779741803817415,63162,980795,12211,62,0,1
52,936,159,1236.674245546806,0.0040361170052217584,24060,1007227,36973,52,7,0
5,901,330,1042.2385506837336,0.051590308881447625,34526,766230,34137,19,2,0
4,24,775,768.0536350458359,0.10474077979914793,18194,2526,44298,7,2,0
52,652,224,663.8622544507748,0.11975618862576379,64378,942190,15946,31,5,0
51,116,982,627.8209976097927,0.10164976128949628,63732,859771,95202,46,3,0
50,481,728,1127.971132274663,0.038649109513703955,54692,1015708,42478,20,3,0
2,391,503,1371.3300524524223,0.00981864482591309,55201,268718,79181,56,3,0
4,916,455,618.3821228217382,0.05570658230948124,43968,270877,70454,40,9,0
4,993,44,1712.2869842950693,0.006891570501287273,60391,312434,85405,18,8,1
3,963,213,808.4038746076668,0.2949300288097285,64304,334937,77414,28,7,0
4,536,58,736.27132102686,0.06446825284545378,60840,36051,13225,57,2,0
51,78,643,1251.264284848977,0.03816399560776199,59665,15909,3053,30,0,0
50,579,615,796.9502837771669,0.14537344578667663,49064,482898,27273,53,0,0
50,172,194,888.9093317763908,0.06890527593188502,26247,77338,41151,5,0,0
1,955,924,874.4821798734338,0.037111299276958915,63289,859864,96205,3,3,0
50,11,488,312.3201900021645,0.16711417478432217,12808,520551,17317,42,13,0
52,799,156,886.5233446148185,0.2018550798108914,17536,290277,53390,28,5,0
50,127,609,631.1923926679301,0.11178200817565918,5493,706931,63333,41,3,0
3,607,225,373.65405795631364,0.004810304381874898,55864,603350,7241,2,10,0
50,91,411,644.8588758653713,0.08354549852772783,31358,181980,97096,0,10,0
1,652,204,642.3833391089163,0.1440940267117736,6303,404494,68775,43,2,0
2,542,78,1108.9647617390992,0.014676486962798697,32315,373690,43176,54,7,0
51,845,123,480.8631151693905,0.025963995556916464,48698,575746,566,14,13,0
3,531,470,563.0457682852236,0.21412752872710517,4748,981769,87299,46,7,0
52,657,939,870.6164781644037,0.0020326921004244556,59568,974286,71095,20,5,0
2,988,217,402.26186859372575,0.13972628469338988,47007,841847,16376,45,8,0
3,827,515,602.2979725302998,0.06420231562751738,60012,746447,25711,57,11,0
5,446,601,300.6569794000334,0.05919853529807079,41171,840592,49896,30,9,0
4,389,103,1076.0034380016189,0.0007121832648240708,10687,316543,76640,6,0,0
5,671,392,709.5910638679443,0.17114608427343397,37450,811730,15175,16,12,0
50,860,630,1192.836969748991,0.022300677364636378,63255,231946,87330,55,7,1
2,42,644,1074.803095937327,0.07781945920487245,18892,677551,27598,18,5,0
50,253,823,583.3193349038339,0.1131034306780091,52116,450180,74290,38,0,0
4,129,607,706.4038974055987,0.12127766999281808,36197,164164,38398,59,3,0
3,59,979,483.10160020827755,0.3123112539233472,60720,89407,71855,2,4,0
4,662,433,482.4488837012563,0.07578776203508225,29929,206329,33070,29,6,0
1,466,330,785.7376976973544,0.025517915896387657,65136,497165,85688,34,7,1
4,286,142,978.3793241248507,0.15363458234562008,62059,586801,40275,57,8,1
1,516,799,684.5613397480804,0.10275302590639478,29878,837529,74238,56,11,0
4,466,539,886.589645269514,0.03540360806268588,52858,947783,72499,28,11,0
51,929,277,532.6349155874302,0.013520621767970854,27982,669764,38198,49,5,0
1,777,232,895.889802775243,0.1848675921651239,14027,463238,48635,61,9,0
2,344,528,945.5003874569684,0.04497016800340855,20423,559486,30042,51,8,0
50,641,570,659.6533451503202,0.10801921499938888,9245,225295,7249,53,3,0
52,381,89,558.5826282744856,0.06364198739911917,33482,1035702,85366,13,7,0
50,778,491,825.523709593997,0.022180667008207908,23645,836429,2204,34,2,0
5,689,198,739.1247610968666,0.09205161680201929,43849,996196,51987,27,3,0
50,252,361,1299.1583231730954,0.0031301168483260523,63237,918071,25371,57,9,1
3,926,440,1270.9599308779902,0.05333140363376775,58032,978536,35248,29,3,0
51,55,25,1230.886671792472,0.039550674587320034,62046,788611,75923,25,5,1
4,462,24,608.2308316159604,0.057278431839695915,1747,2019,435,6,14,0
5,456,393,532.7331164173825,0.13809971173267419,17592,605743,62983,38,8,0
3,982,506,544.3395106035249,0.17598245865414894,26719,740599,65181,30,5,0
3,82,300,361.1701078666638,0.14750952978342713,49937,149776,34475,4,0,0
1,904,338,1079.8230825036735,0.003958624567642894,2697,149102,24645,34,4,0
50,98,266,195.024531289906,0.01079156570302864,64241,389027,38494,49,8,1
2,148,460,1419.6471679736876,0.03845904359138315,61305,855877,83825,46,4,1
52,328,692,539.5808279974308,0.2730633910815736,23458,859983,3960,62,5,0
2,155,455,646.2784356127647,0.1801547870008433,5037,3420,47290,51,2,0
5,189,359,530.6037075366834,0.18485489453688622,39896,846307,11144,13,7,0
51,493,67,1233.7593978926093,0.03612686126399563,29961,178725,39594,62,9,0
2,882,862,804.894680505733,0.056115078532908494,36487,541028,39116,60,10,0
4,262,411,1037.1135575128558,0.06362111363723993,22160,327407,22541,35,12,0
2,79,970,1190.1580575788018,0.01712292050473263,64531,630077,35482,26,3,0
5,399,490,849.0216422067211,0.0031560979413024293,7911,1013368,95506,23,3,0
52,763,832,441.3128687434363,0.29356329560012967,2694,982063,77098,39,10,0
2,608,48,733.8071749652684,0.027537489825065316,49778,543753,22579,28,11,0
4,259,686,577.3255959301393,0.02743696160191357,15859,444648,12788,52,4,0
1,771,563,973.4231271507156,0.004353062753608371,62894,528419,72049,44,13,1
51,614,101,771.6128622052133,0.26381662539540235,20093,534940,52880,21,9,0
5,551,215,1139.629961058481,0.04334374233494412,62032,458189,10597,7,14,1
1,784,437,1385.4491224591288,0.054986173859276205,60764,742403,97283,14,8,1
1,100,699,1450.786932201219,0.12128109436059853,65465,964651,60670,48,12,1
1,358,568,759.7564471200627,0.042406731461597624,30506,309815,19931,4,7,0
3,379,558,921.0406754323752,0.0971558522375958,7693,245289,47951,51,6,0
51,819,158,952.7880652790514,0.0019786103919171966,60498,89342,95738,3,4,1
52,220,488,1194.433947678951,0.020674441549546726,6399,281315,18688,10,8,0
50,819,685,630.3466135347061,0.17793120908122043,7253,217201,52834,17,8,0
51,419,241,1738.7339180800927,0.07278615702397286,63368,259820,35990,41,9,1
3,123,793,357.17987246848344,0.04317721613221278,17940,186764,30184,48,9,0
50,421,752,1028.8167341651192,0.023645241906199228,65261,58541,20759,29,1,1
51,230,881,700.7065479159183,0.0762613950505277,25252,9470,1083,14,3,0
1,689,4,1325.5463076368133,1.2051686571531688e-05,62944,1032657,96369,5,7,1
5,62,595,1058.545040965647,0.027607547177701964,24152,716704,45892,54,12,0
50,484,819,425.18143908214165,0.023348661764573158,62533,568596,45811,52,13,0
4,627,360,467.60508738712775,0.028832620886278745,37,968143,46902,15,0,0
4,702,458,569.141369527693,0.08197059449480867,63804,938830,83513,46,12,1
2,573,247,1794.0828887392877,0.01640255962581628,64213,135669,71063,39,14,1
50,767,565,1333.9222242587052,0.010630048633456535,64460,627128,96623,8,4,1
5,482,672,474.68863746286314,0.07017106643321684,32762,161860,21564,42,7,0
52,518,945,667.0715378131788,0.20072699991079945,15203,982524,72009,58,1,0
3,154,421,1154.5284186984484,0.02762143506300231,8061,49477,2776,33,1,0
1,91,922,1074.8463463599428,0.004089591643018043,60135,632549,15829,26,12,1
2,981,737,698.8435586626481,0.044068522226522786,65078,626754,17975,12,7,0
4,525,14,565.6109879530825,0.13769454965171413,8066,295215,22389,35,9,0
3,454,735,492.5023058543711,0.08000434186021822,29874,463819,80592,26,11,0
3,740,572,1732.4957146994207,0.08485703175586345,61100,455139,18616,8,8,1
1,597,121,1953.255714933927,0.16043655733968035,61871,70560,37887,4,6,1
52,644,276,756.6625187456935,0.07867036332608857,64033,990755,22839,50,7,1
52,509,557,1221.482698765436,0.09258439156811298,65130,779680,40729,21,4,0
50,182,452,653.7831751129684,0.06799182461512898,8329,785566,78001,30,0,0
4,385,389,960.0943986106661,0.004089396205596721,6334,450708,52799,2,3,0
52,573,293,1223.0641414443223,0.4155495471898831,54912,424986,72777,29,14,0
5,730,573,1134.7155319333656,0.024183316826514884,64113,338906,70479,20,1,1
52,404,597,701.6174239197923,0.01651437995945538,46639,166471,19623,34,2,0
3,245,445,1040.3242891364557,0.1098738862867656,11269,514295,13537,5,11,0
1,741,209,467.0141488891253,0.0334477831503577,5068,996452,67137,27,2,0
